ISO28178
# Data formatted with IT8.7/4 patch set
ORIGINATOR	"Idealliance  E,G,J4,T"
CREATED	"December, 2016"
DESCRIPTOR	XCMYK - Expanded gamut reference characterization for high density offset printing
MEASUREMENT_SOURCE	"MeasurementCondition=M1	Filter=D50"
ILLUMINATION_NAME	D50
OBSERVER_ANGLE	2
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	SampleID
NUMBER_OF_FIELDS	11
BEGIN_DATA_FORMAT
SampleID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
1478	0	40	3	40	25.937	21.477	20.559	53.468	23.337	-6.076
1479	3	40	3	40	24.981	20.833	20.441	52.766	22.345	-7.043
1480	40	40	3	40	15.855	14.845	20.164	45.421	9.184	-19.137
1481	3	0	40	40	31.897	34.376	16.591	65.26	-4.455	22.938
1482	0	3	40	40	32.267	33.964	16.262	64.934	-1.717	23.155
1483	3	3	40	40	31.144	33.097	16.169	64.239	-2.795	22.179
1484	40	3	40	40	19.009	23.275	15.259	55.355	-16.559	9.082
1485	3	40	40	40	23.897	20.742	11.951	52.666	18.101	13.361
1486	0	0	0	10	69.832	71.99	63.058	87.964	0.9	-3.6
1487	0	0	10	10	67.633	70.659	52.611	87.319	-1.085	6.001
1488	0	0	20	10	66.646	70.395	44.537	87.19	-2.699	15.078
1489	0	0	40	10	64.618	69.421	30.467	86.712	-5.17	33.612
1490	0	0	70	10	60.555	65.8	13.992	84.894	-6.704	63.259
1491	0	10	0	10	63.401	61.956	56.642	82.89	8.54	-5.923
1492	0	10	10	10	62.641	62.07	48.678	82.951	6.535	2.871
1493	0	10	20	10	60.833	60.889	40.762	82.319	5.049	11.417
1494	0	10	40	10	58.749	59.77	27.751	81.713	2.709	29.388
1495	0	10	70	10	55.992	57.696	13.008	80.57	0.898	58.461
1496	0	20	0	10	58.482	53.992	51.553	78.457	16.097	-8.116
1497	0	20	10	10	56.94	53.132	43.798	77.953	14.52	0.058
1498	0	20	20	10	55.56	52.428	36.997	77.536	12.899	8.196
1499	0	20	40	10	54.002	51.683	25.213	77.091	10.891	25.797
1500	0	20	70	10	51.059	49.428	11.87	75.717	9.186	53.341
1501	0	40	0	10	49.347	39.946	40.981	69.431	31.71	-11.087
1502	0	40	10	10	48.023	39.265	35.027	68.943	30.205	-3.854
1503	0	40	20	10	47.325	39.016	30.148	68.763	29.051	3.168
1504	0	40	40	10	45.503	38.132	20.725	68.118	26.703	18.845
1505	0	40	70	10	43.709	37.195	9.81	67.423	24.512	45.492
1506	0	70	0	10	37.905	23.882	25.641	55.97	56.068	-11.378
1507	0	70	10	10	37.188	23.708	22.484	55.795	54.497	-5.875
1508	0	70	20	10	36.52	23.431	19.24	55.513	53.515	0.202
1509	0	70	40	10	35.551	23.237	13.534	55.315	51.141	13.483
1510	0	70	70	10	33.996	22.473	6.655	54.526	49.239	35.186
1511	10	0	0	10	61.621	65.293	61.931	84.635	-3.086	-8.244
1512	10	0	10	10	59.285	63.862	51.842	83.894	-5.408	0.938
1513	10	0	20	10	57.882	63.17	43.58	83.532	-7.228	9.945
1514	10	0	40	10	56.056	62.429	29.794	83.141	-10.026	28.518
1515	10	0	70	10	52.627	59.541	13.917	81.588	-12.022	57.758
1516	10	10	0	10	56.338	56.699	56.188	80.01	4.169	-10.417
1517	10	10	10	10	54.604	55.614	47.188	79.394	2.492	-1.533
1518	10	10	20	10	53.24	55.055	39.964	79.073	0.402	6.858
1519	10	10	40	10	50.889	53.706	27.081	78.29	-2.351	24.616
1520	10	10	70	10	48.103	51.564	12.59	77.02	-4.391	53.51
1521	10	20	0	10	51.639	49.125	50.996	75.529	11.523	-12.547
1522	10	20	10	10	49.874	47.983	43.031	74.815	9.924	-4.403
1523	10	20	20	10	49.127	47.932	36.614	74.782	8.048	3.978
1524	10	20	40	10	46.748	46.492	24.817	73.864	5.454	20.942
1525	10	20	70	10	44.078	44.509	11.541	72.567	3.418	48.888
1526	10	40	0	10	43.281	36.055	40.453	66.562	26.965	-15.35
1527	10	40	10	10	41.919	35.256	34.413	65.947	25.558	-8.135
1528	10	40	20	10	41.359	35.223	29.721	65.922	23.971	-1.053
1529	10	40	40	10	39.489	34.277	20.332	65.182	21.392	14.586
1530	10	40	70	10	37.621	33.336	9.544	64.432	18.674	41.233
1531	10	70	0	10	32.789	21.114	25.291	53.074	51.266	-15.75
1532	10	70	10	10	32.053	20.816	21.878	52.748	50.039	-9.953
1533	10	70	20	10	31.761	20.887	19.101	52.825	48.654	-4.135
1534	10	70	40	10	30.719	20.651	13.484	52.566	45.953	8.875
1535	10	70	70	10	29.195	19.893	6.513	51.716	43.874	30.959
1536	20	0	0	10	53.722	58.716	60.616	81.135	-7.254	-12.982
1537	20	0	10	10	52.081	57.981	51.146	80.728	-9.732	-3.749
1538	20	0	20	10	50.948	57.609	43.188	80.521	-11.812	5.24
1539	20	0	40	10	48.723	56.435	29.417	79.861	-14.939	23.466
1540	20	0	70	10	45.145	53.469	13.674	78.151	-17.569	52.478
1541	20	10	0	10	49.271	51.095	55.105	76.737	0.013	-14.922
1542	20	10	10	10	47.637	50.199	46.428	76.191	-2.106	-6.158
1543	20	10	20	10	46.211	49.457	39.076	75.735	-4.123	2.276
1544	20	10	40	10	44.368	48.706	26.724	75.268	-7.382	20.014
1545	20	10	70	10	41.385	46.401	12.423	73.805	-9.93	48.443
1546	20	20	0	10	45.081	44.133	49.939	72.317	7.394	-16.899
1547	20	20	10	10	43.324	43.056	42.072	71.593	5.409	-8.752
1548	20	20	20	10	42.818	43.205	35.584	71.694	3.476	0.097
1549	20	20	40	10	40.385	41.756	24.183	70.703	0.38	16.643
1550	20	20	70	10	38.128	40.292	11.263	69.677	-2.3	44.746
1551	20	40	0	10	37.816	32.485	40.016	63.742	22.277	-19.642
1552	20	40	10	10	36.444	31.577	33.785	62.992	21.031	-12.316
1553	20	40	20	10	35.83	31.489	29.005	62.918	19.307	-5.081
1554	20	40	40	10	34.092	30.685	19.837	62.241	16.315	10.542
1555	20	40	70	10	32.348	29.996	9.313	61.651	12.725	37.229
1556	20	70	0	10	28.592	18.941	25.339	50.618	46.275	-20.071
1557	20	70	10	10	28.12	18.825	22.055	50.481	45.022	-14.205
1558	20	70	20	10	27.784	18.78	19.221	50.429	43.921	-8.522
1559	20	70	40	10	26.255	18.048	13.175	49.554	41.521	4.524
1560	20	70	70	10	24.931	17.562	6.356	48.961	38.533	26.908
1561	40	0	0	10	40.008	46.914	58.602	74.135	-15.581	-23.031
1562	40	0	10	10	38.172	45.913	49.092	73.489	-18.59	-13.917
1563	40	0	20	10	36.972	45.43	41.372	73.174	-21.123	-5.135
1564	40	0	40	10	34.497	44.025	27.896	72.246	-25.414	12.824
1565	40	0	70	10	31.741	41.834	12.957	70.756	-28.709	41.681
1566	40	10	0	10	36.152	40.24	52.918	69.64	-8.595	-24.815
1567	40	10	10	10	35.229	40.166	45.079	69.588	-11.464	-15.929
1568	40	10	20	10	33.985	39.558	37.768	69.154	-13.851	-7.313
1569	40	10	40	10	31.726	38.244	25.521	68.2	-17.744	9.92
1570	40	10	70	10	29.117	36.347	11.905	66.784	-21.375	37.837
1571	40	20	0	10	33.318	35.027	48.09	65.769	-1.589	-26.074
1572	40	20	10	10	32.266	34.668	40.921	65.489	-4.115	-17.805
1573	40	20	20	10	31.49	34.484	34.501	65.345	-6.3	-9.3
1574	40	20	40	10	29.248	33.14	23.261	64.274	-10.054	7.268
1575	40	20	70	10	26.876	31.537	10.772	62.958	-13.721	34.678
1576	40	40	0	10	27.462	25.229	38.356	57.298	13.035	-28.549
1577	40	40	10	10	26.897	25.303	33.194	57.37	10.453	-21.138
1578	40	40	20	10	26.381	25.146	28.193	57.217	9.009	-13.581
1579	40	40	40	10	25.147	24.717	19.261	56.799	5.665	2.375
1580	40	40	70	10	22.976	23.467	8.795	55.55	1.575	28.538
1581	40	70	0	10	20.745	14.625	25.044	45.117	36.175	-29.031
1582	40	70	10	10	20.391	14.553	21.86	45.016	34.892	-23.248
1583	40	70	20	10	20.102	14.504	18.806	44.947	33.775	-17.082
1584	40	70	40	10	19.173	14.17	13.098	44.476	31.17	-4.018
1585	40	70	70	10	17.872	13.689	6.273	43.783	27.395	18.353
1586	70	0	0	10	22.603	30.238	53.3	61.859	-27.3	-38.644
1587	70	0	10	10	21.631	30.041	45.399	61.69	-31.058	-29.932
1588	70	0	20	10	20.169	29.257	37.888	61.008	-35.123	-21.521
1589	70	0	40	10	18.554	28.669	25.932	60.488	-41.024	-4.098
1590	70	0	70	10	15.524	26.172	12.419	58.2	-47.817	21.548
1591	70	10	0	10	20.915	26.57	49.111	58.574	-21.014	-39.655
1592	70	10	10	10	19.559	25.903	41.405	57.945	-24.942	-31.435
1593	70	10	20	10	18.602	25.563	34.976	57.62	-28.413	-23.302
1594	70	10	40	10	16.875	24.814	23.834	56.894	-34.514	-6.524
1595	70	10	70	10	14.505	23.106	11.483	55.182	-40.894	19.085
1596	70	20	0	10	18.917	22.805	44.697	54.871	-14.945	-40.839
1597	70	20	10	10	17.924	22.402	37.898	54.451	-18.31	-32.838
1598	70	20	20	10	17.204	22.376	32.403	54.424	-22.067	-25.035
1599	70	20	40	10	15.827	21.906	22.247	53.928	-27.642	-8.637
1600	70	20	70	10	13.407	20.16	10.435	52.018	-34.146	16.887
1601	70	40	0	10	15.729	16.631	36.463	47.791	-1.761	-42.348
1602	70	40	10	10	15.281	16.75	31.61	47.944	-5.035	-35.004
1603	70	40	20	10	14.501	16.519	27.14	47.648	-8.446	-28.315
1604	70	40	40	10	13.189	15.902	18.42	46.845	-13.258	-12.968
1605	70	40	70	10	11.337	14.849	8.688	45.426	-19.815	11.467
1606	70	70	0	10	11.857	9.73	24.795	37.353	18.67	-41.968
1607	70	70	10	10	11.45	9.669	21.738	37.241	16.273	-36.415
1608	70	70	20	10	10.981	9.457	18.764	36.85	14.563	-30.953
1609	70	70	40	10	10.194	9.111	13.064	36.198	11.438	-18.199
1610	70	70	70	10	9.06	8.62	6.16	35.241	6.447	4.135
1611	50	40	40	0	24.132	24.909	21.551	56.987	0.5	-2
1612	100	0	0	10	9.953	15.003	44.187	45.639	-31.136	-56.135
1613	0	100	0	10	26.474	12.542	9.007	42.065	74.7	4.53
1614	0	0	100	10	57.428	61.104	4.066	82.435	-3.603	96.395
1615	0	100	100	10	25.135	12.779	1.242	42.428	67.561	51.355
1616	100	0	100	10	3.941	11.043	4.061	39.653	-67.643	22.661
1617	100	100	0	10	3.277	2.397	11.971	17.448	17.792	-47.42
END_DATA										
