Library|Pantone_Name|Hex|R|G|B|C|M|Y|K|L|a|b|Hex_Source|RGB_Source|CMYK_Source|Lab_Source
Pantone CMYK Uncoated|PANTONE P 169-5 U|#B9AD9B|185|173|155|0.0|6.5|16.2|27.5|71.37|2.0|11.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 169-6 U|#AEA391|174|163|145|0.0|6.3|16.7|31.8|67.45|2.0|11.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 169-7 U|#A69989|166|153|137|0.0|7.8|17.5|34.9|63.92|3.0|10.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 169-8 U|#A09281|160|146|129|0.0|8.8|19.4|37.3|61.57|3.0|11.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 169-9 U|#958B7B|149|139|123|0.0|6.7|17.4|41.6|58.43|2.0|10.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 169-10 U|#8D8375|141|131|117|0.0|7.1|17.0|44.7|55.29|2.0|9.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 169-11 U|#847B6F|132|123|111|0.0|6.8|15.9|48.2|52.16|2.0|8.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 169-12 U|#7D746A|125|116|106|0.0|7.2|15.2|51.0|49.41|2.0|7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 169-13 U|#766D63|118|109|99|0.0|7.6|16.1|53.7|46.67|2.0|7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 169-14 U|#6D665D|109|102|93|0.0|6.4|14.7|57.3|43.53|2.0|6.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 169-15 U|#665F58|102|95|88|0.0|6.9|13.7|60.0|40.78|2.0|5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 169-16 U|#5F5A52|95|90|82|0.0|5.3|13.7|62.7|38.43|1.0|5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-1 U|#BDAEA1|189|174|161|0.0|7.9|14.8|25.9|72.16|4.0|9.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-2 U|#B2A395|178|163|149|0.0|8.4|16.3|30.2|67.84|4.0|9.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-3 U|#A99A8D|169|154|141|0.0|8.9|16.6|33.7|64.71|4.0|9.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-4 U|#A29185|162|145|133|0.0|10.5|17.9|36.5|61.57|5.0|9.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-5 U|#9B887C|155|136|124|0.0|12.3|20.0|39.2|58.04|6.0|9.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-6 U|#908277|144|130|119|0.0|9.7|17.4|43.5|55.29|4.0|8.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-7 U|#857A71|133|122|113|0.0|8.3|15.0|47.8|52.16|3.0|7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-8 U|#7D716B|125|113|107|0.0|9.6|14.4|51.0|48.63|4.0|5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-9 U|#796E6A|121|110|106|0.0|9.1|12.4|52.5|47.45|4.0|4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-10 U|#746965|116|105|101|0.0|9.5|12.9|54.5|45.49|4.0|4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-11 U|#6C6461|108|100|97|0.0|7.4|10.2|57.6|43.14|3.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-12 U|#685F5C|104|95|92|0.0|8.7|11.5|59.2|41.18|3.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-13 U|#605A58|96|90|88|0.0|6.2|8.3|62.4|38.82|2.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-14 U|#595452|89|84|82|0.0|5.6|7.9|65.1|36.08|2.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-15 U|#544F4D|84|79|77|0.0|6.0|8.3|67.1|34.12|2.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 170-16 U|#4D4A48|77|74|72|0.0|3.9|6.5|69.8|31.76|1.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-1 U|#C7BAB5|199|186|181|0.0|6.5|9.0|22.0|76.47|4.0|4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-2 U|#BAACA8|186|172|168|0.0|7.5|9.7|27.1|71.37|5.0|4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-3 U|#AF9C99|175|156|153|0.0|10.9|12.6|31.4|65.88|7.0|4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-4 U|#A4918F|164|145|143|0.0|11.6|12.8|35.7|61.96|7.0|4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-5 U|#9C8888|156|136|136|0.0|12.8|12.8|38.8|58.43|8.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-6 U|#957F80|149|127|128|0.0|14.8|14.1|41.6|55.29|9.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-7 U|#8C7678|140|118|120|0.0|15.7|14.3|45.1|51.76|9.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-8 U|#806F75|128|111|117|0.0|13.3|8.6|49.8|48.63|8.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-9 U|#7C6D71|124|109|113|0.0|12.1|8.9|51.4|47.45|7.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-10 U|#76686C|118|104|108|0.0|11.9|8.5|53.7|45.49|6.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-11 U|#6F6467|111|100|103|0.0|9.9|7.2|56.5|43.53|5.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-12 U|#6B5F61|107|95|97|0.0|11.2|9.3|58.0|41.57|5.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-13 U|#645B5C|100|91|92|0.0|9.0|8.0|60.8|39.61|4.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-14 U|#5F5556|95|85|86|0.0|10.5|9.5|62.7|37.25|4.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-15 U|#575051|87|80|81|0.0|8.0|6.9|65.9|34.9|3.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 171-16 U|#514C4C|81|76|76|0.0|6.2|6.2|68.2|32.94|2.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-1 U|#CFCBC8|207|203|200|0.0|1.9|3.4|18.8|81.96|1.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-2 U|#C1B7B4|193|183|180|0.0|5.2|6.7|24.3|75.29|3.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-3 U|#B4ABA7|180|171|167|0.0|5.0|7.2|29.4|70.59|3.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-4 U|#A99C98|169|156|152|0.0|7.7|10.1|33.7|65.49|4.0|4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-5 U|#9C8F8D|156|143|141|0.0|8.3|9.6|38.8|60.39|5.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-6 U|#918381|145|131|129|0.0|9.7|11.0|43.1|56.08|5.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-7 U|#817A7A|129|122|122|0.0|5.4|5.4|49.4|51.76|3.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-8 U|#767073|118|112|115|0.0|5.1|2.5|53.7|47.84|3.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-9 U|#746E73|116|110|115|0.0|5.2|0.9|54.5|47.06|3.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-10 U|#6F696C|111|105|108|0.0|5.4|2.7|56.5|45.1|3.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-11 U|#6A6468|106|100|104|0.0|5.7|1.9|58.4|43.14|3.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-12 U|#665F63|102|95|99|0.0|6.9|2.9|60.0|41.18|3.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-13 U|#615B5E|97|91|94|0.0|6.2|3.1|62.0|39.22|3.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-14 U|#5D5658|93|86|88|0.0|7.5|5.4|63.5|37.25|3.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-15 U|#565253|86|82|83|0.0|4.7|3.5|66.3|35.29|2.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 172-16 U|#514C4C|81|76|76|0.0|6.2|6.2|68.2|32.94|2.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-1 U|#B4ACAC|180|172|172|0.0|4.4|4.4|29.4|70.98|3.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-2 U|#ABA1A2|171|161|162|0.0|5.8|5.3|32.9|67.06|4.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-3 U|#A09699|160|150|153|0.0|6.2|4.4|37.3|63.14|4.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-4 U|#9C9093|156|144|147|0.0|7.7|5.8|38.8|60.78|5.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-5 U|#92878B|146|135|139|0.0|7.5|4.8|42.7|57.25|5.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-6 U|#837E85|131|126|133|1.5|5.3|0.0|47.8|53.33|3.0|-3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-7 U|#79777F|121|119|127|4.7|6.3|0.0|50.2|50.59|2.0|-4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-8 U|#75717B|117|113|123|4.9|8.1|0.0|51.8|48.24|3.0|-5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-9 U|#727077|114|112|119|4.2|5.9|0.0|53.3|47.45|2.0|-4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-10 U|#6C6A70|108|106|112|3.6|5.4|0.0|56.1|45.1|2.0|-3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-11 U|#69676D|105|103|109|3.7|5.5|0.0|57.3|43.92|2.0|-3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-12 U|#666367|102|99|103|1.0|3.9|0.0|59.6|42.35|2.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-13 U|#605D62|96|93|98|2.0|5.1|0.0|61.6|40.0|2.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-14 U|#5C5A5C|92|90|92|0.0|2.2|0.0|63.9|38.43|1.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-15 U|#555356|85|83|86|1.2|3.5|0.0|66.3|35.69|1.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 173-16 U|#525050|82|80|80|0.0|2.4|2.4|67.8|34.12|1.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-1 U|#B0AFB3|176|175|179|1.7|2.2|0.0|29.8|71.76|1.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-2 U|#A9A7A9|169|167|169|0.0|1.2|0.0|33.7|68.63|1.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-3 U|#9F9DA0|159|157|160|0.6|1.9|0.0|37.3|65.1|1.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-4 U|#959498|149|148|152|2.0|2.6|0.0|40.4|61.57|1.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-5 U|#8E8B92|142|139|146|2.7|4.8|0.0|42.7|58.43|2.0|-3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-6 U|#7E828A|126|130|138|8.7|5.8|0.0|45.9|54.12|0.0|-5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-7 U|#757B85|117|123|133|12.0|7.5|0.0|47.8|51.37|-1.0|-6.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-8 U|#6E7580|110|117|128|14.1|8.6|0.0|49.8|49.02|-1.0|-7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-9 U|#6D737D|109|115|125|12.8|8.0|0.0|51.0|48.24|-1.0|-6.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-10 U|#686D75|104|109|117|11.1|6.8|0.0|54.1|45.88|-1.0|-5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-11 U|#656870|101|104|112|9.8|7.1|0.0|56.1|43.92|0.0|-5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-12 U|#60636B|96|99|107|10.3|7.5|0.0|58.0|41.96|0.0|-5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-13 U|#5B5D64|91|93|100|9.0|7.0|0.0|60.8|39.61|0.0|-4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-14 U|#57575E|87|87|94|7.4|7.4|0.0|63.1|37.25|1.0|-4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-15 U|#535358|83|83|88|5.7|5.7|0.0|65.5|35.29|1.0|-3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 174-16 U|#4C4B4F|76|75|79|3.8|5.1|0.0|69.0|32.16|1.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-1 U|#C9CDC8|201|205|200|2.0|0.0|2.4|19.6|81.96|-2.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-2 U|#BABBB5|186|187|181|0.5|0.0|3.2|26.7|75.69|-1.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-3 U|#ADADA7|173|173|167|0.0|0.0|3.5|32.2|70.59|-1.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-4 U|#A2A39D|162|163|157|0.6|0.0|3.7|36.1|66.67|-1.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-5 U|#919792|145|151|146|4.0|0.0|3.3|40.8|61.96|-3.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-6 U|#838A88|131|138|136|5.1|0.0|1.4|45.9|56.86|-3.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-7 U|#747F7E|116|127|126|8.7|0.0|0.8|50.2|52.16|-4.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-8 U|#6D7879|109|120|121|9.9|0.8|0.0|52.5|49.41|-4.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-9 U|#6D7776|109|119|118|8.4|0.0|0.8|53.3|49.02|-4.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-10 U|#687271|104|114|113|8.8|0.0|0.9|55.3|47.06|-4.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-11 U|#646B6B|100|107|107|6.5|0.0|0.0|58.0|44.71|-3.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-12 U|#606767|96|103|103|6.8|0.0|0.0|59.6|43.14|-3.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-13 U|#5D6263|93|98|99|6.1|1.0|0.0|61.2|41.18|-2.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-14 U|#575B5A|87|91|90|4.4|0.0|1.1|64.3|38.43|-2.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-15 U|#535555|83|85|85|2.4|0.0|0.0|66.7|36.08|-1.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 175-16 U|#4F5150|79|81|80|2.5|0.0|1.2|68.2|34.12|-1.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-1 U|#A3A39B|163|163|155|0.0|0.0|4.9|36.1|66.67|-1.0|4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-2 U|#9C9A93|156|154|147|0.0|1.3|5.8|38.8|63.53|0.0|4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-3 U|#93938D|147|147|141|0.0|0.0|4.1|42.4|60.78|-1.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-4 U|#898A86|137|138|134|0.7|0.0|2.9|45.9|57.25|-1.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-5 U|#7E8280|126|130|128|3.1|0.0|1.5|49.0|54.12|-2.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-6 U|#737A78|115|122|120|5.7|0.0|1.6|52.2|50.59|-3.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-7 U|#6C7474|108|116|116|6.9|0.0|0.0|54.5|48.24|-3.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-8 U|#646F70|100|111|112|10.7|0.9|0.0|56.1|45.88|-4.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-9 U|#656D6F|101|109|111|9.0|1.8|0.0|56.5|45.49|-3.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-10 U|#62686A|98|104|106|7.5|1.9|0.0|58.4|43.53|-2.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-11 U|#5D6365|93|99|101|7.9|2.0|0.0|60.4|41.57|-2.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-12 U|#585D60|88|93|96|8.3|3.1|0.0|62.4|39.22|-2.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-13 U|#575A5D|87|90|93|6.5|3.2|0.0|63.5|38.04|-1.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-14 U|#515557|81|85|87|6.9|2.3|0.0|65.9|35.69|-1.0|-2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-15 U|#505052|80|80|82|2.4|2.4|0.0|67.8|34.12|0.0|-1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 176-16 U|#4B4B4B|75|75|75|0.0|0.0|0.0|70.6|31.76|0.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-1 U|#B4B0A3|180|176|163|0.0|2.2|9.4|29.4|71.76|0.0|7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-2 U|#A9A79A|169|167|154|0.0|1.2|8.9|33.7|68.24|-1.0|7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-3 U|#A19D90|161|157|144|0.0|2.5|10.6|36.9|64.71|0.0|7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-4 U|#999487|153|148|135|0.0|3.3|11.8|40.0|61.57|0.0|8.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-5 U|#8E8A80|142|138|128|0.0|2.8|9.9|44.3|57.65|0.0|6.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-6 U|#7F807A|127|128|122|0.8|0.0|4.7|49.8|53.33|-1.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-7 U|#747773|116|119|115|2.5|0.0|3.4|53.3|49.8|-2.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-8 U|#6D736E|109|115|110|5.2|0.0|4.3|54.9|47.84|-3.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-9 U|#6A706D|106|112|109|5.4|0.0|2.7|56.1|46.67|-3.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-10 U|#646B6A|100|107|106|6.5|0.0|0.9|58.0|44.71|-3.0|0.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-11 U|#606663|96|102|99|5.9|0.0|2.9|60.0|42.75|-3.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
